0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0.0,0.0,2539.815,0.0,0.0,0.0,693.6141,0.0,0.0,0.0,0.0,633.38586,0.0,2575.3774,0.0,3246.9558,693.67065,2777.4443,0.0,2719.6274,0.0,1644.1221,0.0,1547.646,0.0,0.0,0.0,361.21655,1143.643,2977.5842,0.0
0.0,0.0,0.0,2874.4573,0.0,0.0,0.0,758.2948,0.0,0.0,0.0,0.0,738.9448,0.0,2785.9102,0.0,3632.7231,654.64264,3021.9854,0.0,2943.5967,0.0,1968.296,0.0,1668.0188,0.0,0.0,0.0,415.0899,1397.265,3327.041,0.0
0.0,0.0,0.0,3254.5786,0.0,0.0,0.0,1134.42,0.0,0.0,0.0,0.0,846.8274,0.0,3389.648,0.0,4309.825,496.32733,3609.8203,0.0,2992.7266,0.0,2585.6157,0.0,1686.5913,0.0,0.0,0.0,419.14273,1410.024,3404.4905,0.0
0.0,0.0,0.0,2689.0117,0.0,0.0,0.0,908.6913,0.0,0.0,0.0,0.0,596.3424,0.0,2885.1333,0.0,3488.3696,568.9754,3044.7097,0.0,2702.7542,0.0,2123.8193,0.0,1528.2617,0.0,0.0,0.0,261.18335,1182.5087,2756.2578,0.0
0.0,0.0,0.0,4280.6987,0.0,0.0,0.0,1330.1042,0.0,0.0,0.0,0.0,1011.6539,0.0,4426.232,0.0,5557.094,511.10037,4496.964,0.0,3838.1692,0.0,3740.8657,0.0,2066.8691,0.0,0.0,0.0,493.56583,1965.0635,4066.4878,0.0
0.0,0.0,0.0,3598.8564,0.0,0.0,0.0,1093.7297,0.0,0.0,0.0,0.0,1100.3539,0.0,3511.7322,0.0,4783.779,507.05313,3782.5872,0.0,3207.027,0.0,2574.5227,0.0,1788.999,0.0,0.0,0.0,662.35614,1577.9261,4122.0356,0.0
0.0,0.0,0.0,3038.3098,0.0,0.0,0.0,846.2041,0.0,0.0,0.0,0.0,961.4582,0.0,2847.626,0.0,3976.6384,565.95667,3173.1702,0.0,2875.758,0.0,1914.5371,0.0,1645.1265,0.0,0.0,0.0,600.45807,1389.2955,3768.8877,0.0
0.0,0.0,0.0,1298.0032,0.0,0.0,0.0,184.03217,0.0,0.0,75.53483,0.0,453.74612,0.0,978.38025,0.0,1506.3092,705.80176,1406.5494,0.0,1818.2206,0.0,87.92317,340.63174,1192.1824,0.0,0.0,0.0,307.09302,717.2721,2345.575,0.0
0.0,0.0,0.0,884.8184,0.0,0.0,0.0,277.03693,32.542503,0.0,0.0,0.0,421.9971,0.0,718.0863,0.0,1153.3445,612.92664,1206.1361,0.0,1321.9954,0.0,0.0,424.90262,956.168,0.0,0.0,0.0,280.39502,343.35675,1982.6934,0.0
0.0,0.0,0.0,810.7576,0.0,0.0,0.0,330.5042,0.0,0.0,115.271095,0.0,287.49445,0.0,813.715,0.0,1047.7697,618.43335,1232.9731,0.0,1306.2428,0.0,0.0,281.87082,938.4939,0.0,0.0,0.0,146.91034,283.81345,1620.6161,0.0
0.0,0.0,0.0,621.9581,0.0,0.0,0.0,262.4688,210.40736,0.0,176.23857,0.0,252.92032,0.0,599.34174,0.0,794.13586,625.3079,1040.7296,0.0,1171.9385,0.0,0.0,418.7201,881.1453,0.0,88.29147,0.0,133.86589,201.02568,1502.5214,0.0
0.0,0.0,0.0,619.6493,0.0,0.0,0.0,264.10284,223.12735,0.0,166.82396,0.0,260.70276,0.0,588.9614,0.0,794.71655,620.88556,1037.1545,0.0,1162.6249,0.0,0.0,430.30627,878.00116,0.0,100.47228,0.0,139.86224,199.85402,1516.7029,0.0
0.0,0.0,0.0,718.52014,0.0,0.0,0.0,283.95114,152.4781,0.0,109.09604,0.0,330.24234,0.0,592.6718,0.0,922.1585,608.16754,1092.0247,0.0,1207.3423,0.0,0.0,473.85278,897.6411,0.0,70.61563,0.0,195.30232,295.00757,1753.9883,0.0
0.0,0.0,0.0,574.5118,0.0,0.0,0.0,281.5494,234.23277,0.0,214.42601,0.0,210.60039,0.0,615.4765,0.0,750.70636,646.9388,1038.7091,0.0,1155.3787,0.0,0.0,366.78528,855.2793,0.0,86.917404,0.0,103.81112,159.40604,1423.6179,0.0
0.0,0.0,0.0,3605.1814,0.0,0.0,0.0,867.10675,0.0,0.0,0.0,0.0,908.7832,0.0,3582.303,0.0,4598.3228,711.8403,3673.5142,0.0,3552.5742,0.0,2642.0059,0.0,1930.4417,0.0,0.0,0.0,549.658,1665.0753,3889.5227,0.0
0.0,0.0,0.0,1970.498,0.0,0.0,0.0,624.1064,0.0,0.0,0.0,0.0,661.03687,0.0,1862.3018,0.0,2594.233,571.01416,2255.8438,0.0,2087.8408,0.0,920.9335,0.0,1291.8082,0.0,0.0,0.0,397.60883,851.984,2775.8352,0.0
0.0,0.0,0.0,2188.3782,0.0,0.0,0.0,497.03015,0.0,0.0,0.0,0.0,623.74915,0.0,2006.0629,0.0,2722.275,697.0827,2317.523,0.0,2464.6814,0.0,1109.6394,0.0,1455.9579,0.0,0.0,0.0,388.71817,1082.7399,2942.1592,0.0
0.0,0.0,0.0,2880.8796,0.0,0.0,0.0,634.96136,0.0,0.0,0.0,0.0,830.72736,0.0,2571.423,0.0,3585.6448,650.2964,2872.5872,0.0,2941.3025,0.0,1775.718,0.0,1682.8346,0.0,0.0,0.0,515.463,1490.1443,3594.7747,0.0
0.0,0.0,0.0,2917.103,0.0,0.0,0.0,867.20557,0.0,0.0,0.0,0.0,994.0657,0.0,2682.5293,0.0,3860.4673,505.54526,3078.012,0.0,2692.216,0.0,1759.3495,0.0,1574.013,0.0,0.0,0.0,619.553,1321.5912,3753.424,0.0
0.0,0.0,0.0,5240.09,0.0,0.0,0.0,1647.7513,0.0,0.0,0.0,0.0,1302.0005,0.0,5445.063,0.0,6913.549,467.67105,5443.575,0.0,4457.8237,0.0,4678.9805,0.0,2331.6702,0.0,0.0,0.0,682.16205,2322.578,4898.9375,0.0
0.0,0.0,0.0,2586.3984,0.0,0.0,0.0,953.3833,0.0,0.0,0.0,0.0,713.31104,0.0,2676.9434,0.0,3443.6511,493.93237,2973.1755,0.0,2476.4224,0.0,1859.3549,0.0,1450.0139,0.0,0.0,0.0,353.37643,1102.0789,2939.1606,0.0
0.0,0.0,0.0,2638.771,0.0,0.0,0.0,750.3827,0.0,0.0,0.0,0.0,640.049,0.0,2646.9836,0.0,3348.508,638.057,2861.0125,0.0,2750.529,0.0,1845.1658,0.0,1567.202,0.0,0.0,0.0,335.05472,1247.3337,2986.563,0.0
0.0,0.0,0.0,2722.5579,0.0,0.0,0.0,788.136,0.0,0.0,0.0,0.0,650.42004,0.0,2759.6926,0.0,3468.5444,638.9679,2957.3486,0.0,2812.0688,0.0,1952.5414,0.0,1589.5182,0.0,0.0,0.0,337.6563,1274.3032,3028.6775,0.0
0.0,0.0,0.0,2657.6829,0.0,0.0,0.0,669.12115,0.0,0.0,0.0,0.0,709.5245,0.0,2511.8389,0.0,3338.1985,652.90955,2777.3945,0.0,2775.7727,0.0,1700.5228,0.0,1588.9958,0.0,0.0,0.0,412.45758,1317.9336,3220.2822,0.0
0.0,0.0,0.0,2861.0005,0.0,0.0,0.0,1107.7427,0.0,0.0,0.0,0.0,800.5062,0.0,3021.1438,0.0,3872.12,436.7457,3297.1084,0.0,2592.5547,0.0,2190.4648,0.0,1500.4585,0.0,0.0,0.0,393.55206,1162.6237,3104.5928,0.0
0.0,0.0,0.0,3625.3699,0.0,0.0,0.0,1045.7639,0.0,0.0,0.0,0.0,880.364,0.0,3418.8813,0.0,4525.448,519.4156,3696.5881,0.0,3406.7004,0.0,2964.9448,0.0,1900.6514,0.0,0.0,0.0,416.15353,1950.4076,3837.822,0.0
0.0,0.0,0.0,2593.5486,0.0,0.0,0.0,846.1816,0.0,0.0,0.0,0.0,900.10156,0.0,2337.3965,0.0,3421.1128,437.14432,2795.7737,0.0,2387.0093,0.0,1551.8009,0.0,1445.3893,0.0,0.0,0.0,525.2363,1222.6267,3411.1165,0.0
0.0,0.0,0.0,4789.9204,0.0,0.0,0.0,1695.6737,0.0,0.0,0.0,0.0,1108.0643,0.0,5163.7607,0.0,6374.8325,426.86063,5176.0527,0.0,4073.2458,0.0,4473.1255,0.0,2134.4146,0.0,0.0,0.0,507.39514,2077.6467,4294.497,0.0
0.0,0.0,0.0,3130.114,0.0,0.0,0.0,1003.3013,0.0,0.0,0.0,0.0,688.50055,0.0,3256.559,0.0,4005.3726,570.7021,3417.569,0.0,3062.0989,0.0,2580.4104,0.0,1708.4133,0.0,0.0,0.0,299.99042,1475.3429,3140.6921,0.0
0.0,0.0,0.0,2265.6323,0.0,0.0,0.0,482.9792,0.0,0.0,0.0,0.0,668.22406,0.0,2014.8542,0.0,2804.8708,676.72253,2334.3848,0.0,2501.8926,0.0,1154.8839,0.0,1473.8029,0.0,0.0,0.0,424.8263,1152.3939,3059.0513,0.0
0.0,0.0,0.0,2249.2349,0.0,0.0,0.0,512.6001,0.0,0.0,0.0,0.0,636.9692,0.0,2080.751,0.0,2806.0112,696.06604,2378.183,0.0,2509.336,0.0,1176.0255,0.0,1476.7086,0.0,0.0,0.0,396.41776,1098.8975,2972.5884,0.0
0.0,0.0,0.0,2188.1348,0.0,0.0,0.0,652.9956,0.0,0.0,0.0,0.0,515.64435,0.0,2167.4858,0.0,2731.2988,616.14496,2443.9353,0.0,2404.7441,0.0,1442.9359,0.0,1422.0331,0.0,0.0,0.0,239.54129,1081.6039,2587.0964,0.0
0.0,0.0,0.0,2941.8533,0.0,0.0,0.0,901.8139,0.0,0.0,0.0,0.0,669.6829,0.0,2984.9834,0.0,3733.4873,589.78284,3185.1245,0.0,2942.3386,0.0,2302.9695,0.0,1656.1776,0.0,0.0,0.0,309.025,1426.6697,3104.9978,0.0
0.0,0.0,0.0,2737.6855,0.0,0.0,0.0,808.06354,0.0,0.0,0.0,0.0,731.59357,0.0,2669.1113,0.0,3506.0686,577.73987,2943.7573,0.0,2732.5623,0.0,1895.2078,0.0,1570.9786,0.0,0.0,0.0,394.2918,1306.4705,3181.9321,0.0
0.0,0.0,0.0,2255.3457,0.0,0.0,0.0,805.2709,0.0,0.0,0.0,0.0,566.7267,0.0,2303.1565,0.0,2910.4263,525.05066,2607.4458,0.0,2317.8945,0.0,1589.395,0.0,1386.1477,0.0,0.0,0.0,245.75998,1042.5781,2587.6924,0.0
0.0,0.0,0.0,3006.911,0.0,0.0,0.0,1026.7847,0.0,0.0,0.0,0.0,654.0537,0.0,3203.017,0.0,3885.7383,541.80725,3358.2236,0.0,2926.6619,0.0,2516.084,0.0,1643.5039,0.0,0.0,0.0,267.23413,1365.2498,2957.814,0.0
0.0,0.0,0.0,2983.7449,0.0,0.0,0.0,1003.9143,0.0,0.0,0.0,0.0,617.3811,0.0,3178.6611,0.0,3832.3093,587.2454,3327.8416,0.0,2967.4075,0.0,2492.3247,0.0,1645.877,0.0,0.0,0.0,248.78377,1389.035,2964.8293,0.0
0.0,0.0,0.0,3758.2446,0.0,0.0,0.0,1253.8634,0.0,0.0,0.0,0.0,770.88574,0.0,4018.6355,0.0,4844.218,532.6078,4082.9292,0.0,3505.9788,0.0,3413.6147,0.0,1899.9855,0.0,0.0,0.0,302.72763,1742.7756,3417.6035,0.0
0.0,0.0,0.0,2161.5264,0.0,0.0,0.0,759.73474,0.0,0.0,0.0,0.0,519.3985,0.0,2409.7773,0.0,2876.3237,602.53973,2582.2253,0.0,2300.8035,0.0,1465.2037,0.0,1333.6238,0.0,0.0,0.0,258.3858,816.3352,2407.5874,0.0
0.0,0.0,0.0,2173.0422,0.0,0.0,0.0,771.1843,0.0,0.0,0.0,0.0,527.99994,0.0,2242.0461,0.0,2795.8052,542.0143,2531.3206,0.0,2280.0752,0.0,1518.951,0.0,1364.1631,0.0,0.0,0.0,223.84932,998.1787,2487.458,0.0
0.0,0.0,0.0,2081.139,0.0,0.0,0.0,575.81274,0.0,0.0,0.0,0.0,521.2924,0.0,2052.1047,0.0,2612.4028,658.835,2320.7761,0.0,2351.6023,0.0,1219.3503,0.0,1387.9027,0.0,0.0,0.0,279.86084,990.9454,2600.3782,0.0
0.0,0.0,0.0,2678.1892,0.0,0.0,0.0,722.9744,0.0,0.0,0.0,0.0,679.34296,0.0,2589.9814,0.0,3369.565,630.7837,2840.8755,0.0,2775.3093,0.0,1823.9897,0.0,1588.7719,0.0,0.0,0.0,368.02005,1320.6016,3119.7178,0.0
0.0,0.0,0.0,1203.3198,0.0,0.0,0.0,510.16492,0.0,0.0,0.0,0.0,483.913,0.0,1039.4954,0.0,1588.0092,463.48236,1555.2456,0.0,1396.7871,0.0,272.2511,220.77216,984.0427,0.0,0.0,0.0,253.41757,555.95874,2101.5208,0.0
0.0,0.0,0.0,1158.4268,0.0,0.0,0.0,412.15372,0.0,0.0,283.05286,0.0,243.05992,0.0,1086.4385,0.0,1341.5715,583.04926,1484.4844,0.0,1618.6669,0.0,483.062,136.06291,1078.6798,0.0,0.0,0.0,47.45403,671.3217,1704.2351,0.0
0.0,0.0,0.0,1568.3389,0.0,0.0,0.0,325.6608,0.0,0.0,0.0,0.0,474.53302,0.0,1377.794,0.0,1908.78,695.3722,1731.0873,0.0,1998.4509,0.0,482.75082,18.224566,1240.773,0.0,0.0,0.0,303.8588,789.806,2430.2388,0.0
0.0,0.0,0.0,1841.487,0.0,0.0,0.0,656.0959,0.0,0.0,0.0,0.0,469.56534,0.0,1849.7327,0.0,2345.1372,541.83167,2187.8357,0.0,2032.1635,0.0,1134.0103,0.0,1259.3805,0.0,0.0,0.0,198.53467,867.7552,2282.9036,0.0
0.0,0.0,0.0,3227.7002,0.0,0.0,0.0,1094.2072,0.0,0.0,0.0,0.0,814.2826,0.0,3258.9841,0.0,4188.811,469.18576,3509.7754,0.0,2981.8782,0.0,2621.9846,0.0,1688.3545,0.0,0.0,0.0,378.10898,1523.9498,3368.6536,0.0
0.0,0.0,0.0,2231.8862,0.0,0.0,0.0,715.80035,0.0,0.0,0.0,0.0,550.484,0.0,2236.8477,0.0,2836.7476,567.968,2516.4678,0.0,2361.4136,0.0,1515.1344,0.0,1395.5724,0.0,0.0,0.0,257.68277,1064.5171,2607.4458,0.0
0.0,0.0,0.0,2681.6917,0.0,0.0,0.0,875.58844,0.0,0.0,0.0,0.0,595.68854,0.0,3005.3628,0.0,3545.1272,637.17487,3072.5413,0.0,2746.0264,0.0,2042.2068,0.0,1521.1499,0.0,0.0,0.0,299.8541,1040.6614,2727.2944,0.0
0.0,0.0,0.0,2597.193,0.0,0.0,0.0,885.9409,0.0,0.0,0.0,0.0,690.6966,0.0,2594.0435,0.0,3371.2605,482.6695,2889.9312,0.0,2510.2053,0.0,1906.6705,0.0,1469.2394,0.0,0.0,0.0,332.6028,1210.2996,2923.873,0.0
0.0,0.0,0.0,2389.6396,0.0,0.0,0.0,990.66266,0.0,0.0,0.0,0.0,847.9553,0.0,2445.0867,0.0,3359.2827,361.27087,2829.0212,0.0,2077.68,0.0,1510.4512,0.0,1268.8478,0.0,0.0,0.0,479.16577,863.92786,2980.6826,0.0
0.0,0.0,0.0,2358.3496,0.0,0.0,0.0,952.72186,0.0,0.0,0.0,0.0,758.85223,0.0,2188.076,0.0,3114.5906,346.66672,2688.6892,0.0,2132.4727,0.0,1611.939,0.0,1325.1488,0.0,0.0,0.0,358.69254,1164.4987,2977.3057,0.0
0.0,0.0,0.0,2893.3157,0.0,0.0,0.0,988.47784,0.0,0.0,0.0,0.0,761.74133,0.0,3058.0354,0.0,3852.7678,520.8783,3246.218,0.0,2739.87,0.0,2184.016,0.0,1548.9382,0.0,0.0,0.0,397.65897,1190.3944,3096.3108,0.0
0.0,0.0,0.0,1532.2734,0.0,0.0,0.0,488.5604,0.0,0.0,0.0,0.0,506.3852,0.0,1379.9282,0.0,1946.9506,561.4533,1807.66,0.0,1790.3535,0.0,568.44604,21.413277,1161.4258,0.0,0.0,0.0,279.58426,734.91876,2337.422,0.0
0.0,0.0,0.0,2061.2393,0.0,0.0,0.0,664.87616,0.0,0.0,0.0,0.0,703.2967,0.0,1824.6471,0.0,2667.735,483.10452,2281.3833,0.0,2072.802,0.0,1073.7853,0.0,1294.8645,0.0,0.0,0.0,399.2814,1010.0338,2881.9312,0.0
0.0,0.0,0.0,1325.0634,0.0,0.0,0.0,480.29605,0.0,0.0,177.28523,0.0,259.38663,0.0,1394.1333,0.0,1616.6031,608.11115,1705.1853,0.0,1756.2057,0.0,683.6009,0.0,1122.4039,0.0,0.0,0.0,62.515656,641.49634,1730.0842,0.0
0.0,0.0,0.0,1582.907,0.0,0.0,0.0,639.9815,0.0,0.0,0.0,0.0,392.52893,0.0,1664.6996,0.0,2042.9569,534.0857,2007.2095,0.0,1820.2917,0.0,924.3891,0.0,1158.0211,0.0,0.0,0.0,142.02597,698.6161,2000.7346,0.0
0.0,0.0,0.0,1605.3748,0.0,0.0,0.0,596.04736,0.0,0.0,0.0,0.0,450.40613,0.0,1725.3853,0.0,2137.0845,582.2841,2022.8347,0.0,1850.3177,0.0,792.6466,0.0,1154.8497,0.0,0.0,0.0,230.8503,598.873,2122.365,0.0
0.0,0.0,0.0,1675.4045,0.0,0.0,0.0,608.9655,0.0,0.0,0.0,0.0,482.98593,0.0,1616.7042,0.0,2142.7615,525.7544,2013.0018,0.0,1871.528,0.0,883.13824,0.0,1194.2202,0.0,0.0,0.0,222.20609,795.8606,2271.079,0.0
0.0,0.0,0.0,1579.481,0.0,0.0,0.0,578.3415,0.0,0.0,0.0,0.0,464.4303,0.0,1544.6741,0.0,2034.1556,540.66956,1934.0648,0.0,1807.9349,0.0,761.15234,0.0,1162.2833,0.0,0.0,0.0,220.99355,718.0444,2197.3613,0.0
0.0,0.0,0.0,1684.1624,0.0,0.0,0.0,621.71515,0.0,0.0,0.0,0.0,435.81656,0.0,1870.2231,0.0,2245.0935,600.62384,2119.611,0.0,1935.9211,0.0,918.266,0.0,1183.0737,0.0,0.0,0.0,216.99385,609.0247,2104.163,0.0
0.0,0.0,0.0,1661.6016,0.0,0.0,0.0,523.7231,0.0,0.0,0.0,0.0,529.21094,0.0,1572.8884,0.0,2144.266,571.693,1947.6458,0.0,1888.7897,0.0,709.96765,0.0,1192.0321,0.0,0.0,0.0,300.9499,742.54614,2393.4155,0.0
0.0,0.0,0.0,1648.8766,0.0,0.0,0.0,459.83328,0.0,0.0,39.45092,0.0,400.81055,0.0,1570.5084,0.0,2002.4246,627.73737,1893.0106,0.0,2016.6334,0.0,841.3404,0.0,1248.863,0.0,0.0,0.0,187.98532,847.9024,2200.8533,0.0
0.0,0.0,0.0,2167.5642,0.0,0.0,0.0,718.3659,0.0,0.0,0.0,0.0,731.8069,0.0,2070.204,0.0,2888.5464,499.6674,2445.9482,0.0,2141.4077,0.0,1177.0356,0.0,1304.9926,0.0,0.0,0.0,433.2075,924.2753,2893.9443,0.0
0.0,0.0,0.0,3502.7344,0.0,0.0,0.0,1314.7482,0.0,0.0,0.0,0.0,824.73157,0.0,3638.2185,0.0,4575.0225,367.63675,3869.5415,0.0,3085.755,0.0,3158.0251,0.0,1735.2307,0.0,0.0,0.0,315.9217,1653.077,3346.5818,0.0
